Date (HE),Price ($),30Ravg ($),AIL Demand (MW)
01/29/2019 23,32.79,38.14,10288
01/29/2019 24,32.78,38.14,10047
01/30/2019 01,32.78,38.13,9872
01/30/2019 02,32.59,38.13,9739
01/30/2019 03,32.75,38.13,9659
01/30/2019 04,31.06,38.11,9631
01/30/2019 05,30.29,38.1,9653
01/30/2019 06,32.78,38.09,9868
01/30/2019 07,34.15,38.08,10209
01/30/2019 08,33.35,38.07,10649
01/30/2019 09,35.1,38.06,10770
01/30/2019 10,33.23,38.04,10762
01/30/2019 11,33.88,38.03,10810
01/30/2019 12,33.23,38.01,10856
01/30/2019 13,35.49,37.99,10816
01/30/2019 14,33.23,37.97,10767
01/30/2019 15,33.23,37.95,10691
01/30/2019 16,33.23,37.94,10691
01/30/2019 17,33.23,37.94,10808
01/30/2019 18,36.21,37.95,11007
01/30/2019 19,33.23,37.95,10994
01/30/2019 20,33.23,37.95,10821
01/30/2019 21,33.23,37.95,10625
01/30/2019 22,33.22,37.95,10436
01/30/2019 23,32.78,37.96,10104
01/30/2019 24,32.78,37.96,9811
01/31/2019 01,32.78,37.96,9617
01/31/2019 02,32.78,37.96,9497
01/31/2019 03,29.99,37.95,9406
01/31/2019 04,30.17,37.95,9364
01/31/2019 05,28.78,37.95,9423
01/31/2019 06,31.78,37.95,9636
01/31/2019 07,33.13,37.96,10092
01/31/2019 08,34.91,37.97,10586
01/31/2019 09,33.48,37.98,10718
01/31/2019 10,33.23,37.99,10748
01/31/2019 11,33.23,38,10744
01/31/2019 12,33.22,38,10714
01/31/2019 13,33.23,38,10685
01/31/2019 14,33.23,38,10692
01/31/2019 15,33.23,38,10734
01/31/2019 16,33.23,38,10779
01/31/2019 17,40.05,38.01,10889
01/31/2019 18,45.25,38.03,11143
01/31/2019 19,43.53,38.04,11134
01/31/2019 20,33.59,38.04,11025
01/31/2019 21,34.72,38.04,10895
01/31/2019 22,33.23,38.05,10656
01/31/2019 23,33.21,38.06,10334
01/31/2019 24,32.89,38.07,10046
02/01/2019 01,32.78,38.08,9853
02/01/2019 02,32.68,38.08,9735
02/01/2019 03,32.76,38.09,9674
02/01/2019 04,32.79,38.1,9663
02/01/2019 05,32.79,38.1,9733
02/01/2019 06,35.82,38.11,9967
02/01/2019 07,46.62,38.14,10393
02/01/2019 08,57.39,38.17,10846
02/01/2019 09,94.19,38.26,10969
02/01/2019 10,88.12,38.33,10953
02/01/2019 11,205.09,38.57,11038
02/01/2019 12,93.27,38.65,11047
02/01/2019 13,135.47,38.8,11141
02/01/2019 14,165.58,38.98,11107
02/01/2019 15,72.43,39.04,11077
02/01/2019 16,71.04,39.09,11090
02/01/2019 17,61.51,39.13,11211
02/01/2019 18,84.63,39.2,11401
02/01/2019 19,153.24,39.37,11367
02/01/2019 20,67.1,39.41,11225
02/01/2019 21,65.59,39.46,11107
02/01/2019 22,80.73,39.53,10877
02/01/2019 23,71.51,39.58,10630
02/01/2019 24,76.91,39.65,10373
02/02/2019 01,67.73,39.7,10163
02/02/2019 02,46.64,39.73,10080
02/02/2019 03,41.04,39.74,10046
02/02/2019 04,44.58,39.77,10008
02/02/2019 05,40.02,39.78,9984
02/02/2019 06,46.85,39.81,10025
02/02/2019 07,55,39.84,10141
02/02/2019 08,36.52,39.85,10382
02/02/2019 09,42,39.86,10536
02/02/2019 10,45.57,39.88,10696
02/02/2019 11,46.16,39.9,10860
02/02/2019 12,47.04,39.92,10950
02/02/2019 13,48.34,39.94,11039
02/02/2019 14,76.66,40,11010
02/02/2019 15,68.77,40.05,11016
02/02/2019 16,52.37,40.08,10998
02/02/2019 17,44.07,40.1,11048
02/02/2019 18,54.77,40.13,11285
02/02/2019 19,64.99,40.17,11296
02/02/2019 20,75.99,40.23,11221
02/02/2019 21,74.14,40.29,11133
02/02/2019 22,65.05,40.34,10966
02/02/2019 23,43.81,40.36,10767
02/02/2019 24,52.11,40.39,10518
02/03/2019 01,42.48,40.41,10343
02/03/2019 02,53.53,40.45,10245
02/03/2019 03,44.29,40.47,10126
02/03/2019 04,33.23,40.48,10059
02/03/2019 05,40.03,40.49,10068
02/03/2019 06,40.49,40.51,10104
02/03/2019 07,64.04,40.56,10163
02/03/2019 08,75.83,40.62,10345
02/03/2019 09,92.07,40.7,10519
02/03/2019 10,105,40.8,10687
02/03/2019 11,522.79,41.48,10746
02/03/2019 12,674.36,42.37,10775
02/03/2019 13,900.88,43.58,10794
02/03/2019 14,859.72,44.72,10771
02/03/2019 15,766.15,45.74,10789
02/03/2019 16,882.29,46.92,10881
02/03/2019 17,819.94,48.02,10990
02/03/2019 18,947.76,49.29,11231
02/03/2019 19,999.99,50.63,11219
02/03/2019 20,880.44,51.81,11068
02/03/2019 21,809.17,52.88,10948
02/03/2019 22,643.37,53.73,10709
02/03/2019 23,370.22,54.21,10411
02/03/2019 24,205.6,54.45,10189
02/04/2019 01,479.33,55.08,9923
02/04/2019 02,97.99,55.17,9901
02/04/2019 03,97.03,55.27,9934
02/04/2019 04,96.59,55.36,9926
02/04/2019 05,97.37,55.44,9981
02/04/2019 06,824.01,56.54,10041
02/04/2019 07,926.64,57.78,10369
02/04/2019 08,998.75,59.12,10818
02/04/2019 09,976.73,60.44,10921
02/04/2019 10,908.71,61.65,11002
02/04/2019 11,988.21,62.97,11033
02/04/2019 12,740.7,63.93,10961
02/04/2019 13,426.86,64.46,10856
02/04/2019 14,238.83,64.73,10894
02/04/2019 15,119.37,64.84,10904
02/04/2019 16,238.56,65.11,10942
02/04/2019 17,465.35,65.7,11086
02/04/2019 18,801.06,66.74,11280
02/04/2019 19,802.2,67.79,11333
02/04/2019 20,687.33,68.69,11230
02/04/2019 21,232.05,68.96,11108
02/04/2019 22,178.09,69.16,10962
02/04/2019 23,106.2,69.26,10661
02/04/2019 24,92.47,69.34,10396
02/05/2019 01,70.29,69.39,10313
02/05/2019 02,86.42,69.47,10213
02/05/2019 03,78.57,69.53,10156
02/05/2019 04,78.32,69.6,10191
02/05/2019 05,79.28,69.67,10252
02/05/2019 06,76.72,69.73,10373
02/05/2019 07,272.57,70.07,10719
02/05/2019 08,391.67,70.58,11086
02/05/2019 09,166.64,70.77,11122
02/05/2019 10,158.82,70.95,11165
02/05/2019 11,86.85,71.04,11134
02/05/2019 12,111.33,71.15,11112
02/05/2019 13,80.55,71.23,11073
02/05/2019 14,123.17,71.36,11021
02/05/2019 15,72.58,71.42,10966
02/05/2019 16,88.95,71.51,11022
02/05/2019 17,133.73,71.65,11155
02/05/2019 18,143.85,71.8,11364
02/05/2019 19,181.8,72.01,11418
02/05/2019 20,88.5,72.08,11374
02/05/2019 21,67.29,72.13,11256
02/05/2019 22,113.6,72.25,11090
02/05/2019 23,61.66,72.29,10787
02/05/2019 24,61.17,72.34,10504
02/06/2019 01,61.67,72.39,10322
02/06/2019 02,110,72.5,10220
02/06/2019 03,97.39,72.6,10169
02/06/2019 04,94.81,72.68,10169
02/06/2019 05,87.94,72.76,10179
02/06/2019 06,94.28,72.84,10301
02/06/2019 07,179.52,73.05,10657
02/06/2019 08,72.67,73.1,11079
02/06/2019 09,87.87,73.17,11134
02/06/2019 10,50.71,73.17,11159
02/06/2019 11,60.8,73.2,11152
02/06/2019 12,203.77,73.43,11071
02/06/2019 13,148.67,73.59,10996
02/06/2019 14,306.11,73.97,10940
02/06/2019 15,81.13,74.04,10922
02/06/2019 16,44.92,74.06,10968
02/06/2019 17,42.78,74.07,11079
02/06/2019 18,55.06,74.09,11295
02/06/2019 19,277.99,74.42,11370
02/06/2019 20,179.89,74.61,11300
02/06/2019 21,327.22,75,11137
02/06/2019 22,84.34,75.05,11018
02/06/2019 23,43.88,75.07,10706
02/06/2019 24,47.77,75.09,10427
02/07/2019 01,52.95,75.12,10246
02/07/2019 02,53.48,75.14,10152
02/07/2019 03,64.02,75.19,10103
02/07/2019 04,84.16,75.26,10093
02/07/2019 05,91.87,75.34,10163
02/07/2019 06,97.23,75.43,10333
02/07/2019 07,97.23,75.48,10692
02/07/2019 08,111.19,75.09,11129
02/07/2019 09,97.23,74.99,11191
02/07/2019 10,95.92,75.05,11192
02/07/2019 11,100.98,75.12,11173
02/07/2019 12,112.92,75.21,11109
02/07/2019 13,93.22,75.28,10998
02/07/2019 14,101.52,75.36,10986
02/07/2019 15,97.48,75.44,10993
02/07/2019 16,93.72,75.48,11015
02/07/2019 17,161.7,75.64,11187
02/07/2019 18,190.2,75.83,11395
02/07/2019 19,161.49,76,11409
02/07/2019 20,40.76,76.01,11308
02/07/2019 21,62.44,76.05,11185
02/07/2019 22,60.21,76.08,10982
02/07/2019 23,53.68,76.1,10689
02/07/2019 24,64.27,76.15,10450
02/08/2019 01,53.93,76.18,10303
02/08/2019 02,55.2,76.21,10196
02/08/2019 03,55.55,76.24,10155
02/08/2019 04,54,76.27,10126
02/08/2019 05,55.4,76.3,10183
02/08/2019 06,54.91,76.33,10291
02/08/2019 07,54.23,76.35,10574
02/08/2019 08,38.88,76.36,10997
02/08/2019 09,47.79,76.37,11168
02/08/2019 10,65.36,76.41,11281
02/08/2019 11,99.97,76.48,11332
02/08/2019 12,90.27,76.54,11327
02/08/2019 13,66.84,76.58,11240
02/08/2019 14,90.24,76.66,11243
02/08/2019 15,90.24,76.74,11255
02/08/2019 16,87.99,76.81,11276
02/08/2019 17,60.61,76.85,11238
02/08/2019 18,56.38,76.87,11309
02/08/2019 19,80.68,76.93,11442
02/08/2019 20,84.1,77,11350
02/08/2019 21,60.96,77.04,11251
02/08/2019 22,54.98,77.07,11082
02/08/2019 23,73.48,77.12,10832
02/08/2019 24,66.03,77.17,10582
02/09/2019 01,53.65,77.2,10395
02/09/2019 02,52.49,77.23,10279
02/09/2019 03,44.49,77.25,10242
02/09/2019 04,52.82,77.28,10249
02/09/2019 05,53.78,77.31,10262
02/09/2019 06,64.28,77.35,10336
02/09/2019 07,88.79,77.43,10474
02/09/2019 08,54.14,77.46,10624
02/09/2019 09,57.38,77.48,10769
02/09/2019 10,69.03,77.53,10940
02/09/2019 11,105.32,77.63,11041
02/09/2019 12,63.03,77.67,11041
02/09/2019 13,61.48,77.71,11020
02/09/2019 14,55,77.74,10929
02/09/2019 15,52.53,77.77,10813
02/09/2019 16,58.57,77.81,10801
02/09/2019 17,72.37,77.86,10902
02/09/2019 18,73.78,77.91,11212
02/09/2019 19,87.9,77.98,11378
02/09/2019 20,88.32,78.06,11277
02/09/2019 21,88.32,78.14,11212
02/09/2019 22,89.97,78.21,11150
02/09/2019 23,84.22,78.29,10960
02/09/2019 24,55.22,78.32,10748
02/10/2019 01,53.71,78.35,10499
02/10/2019 02,54.62,78.38,10413
02/10/2019 03,56.81,78.41,10345
02/10/2019 04,77.17,78.47,10321
02/10/2019 05,56.42,78.5,10350
02/10/2019 06,56.45,78.54,10430
02/10/2019 07,80.61,78.6,10486
02/10/2019 08,91.88,78.68,10670
02/10/2019 09,97.01,78.77,10789
02/10/2019 10,98.97,78.86,10884
02/10/2019 11,97.83,78.95,10940
02/10/2019 12,104.81,79.05,10971
02/10/2019 13,90.62,79.13,10986
02/10/2019 14,90.62,79.21,10964
02/10/2019 15,89.63,79.29,10884
02/10/2019 16,87.31,79.36,10907
02/10/2019 17,83.24,79.43,11045
02/10/2019 18,131.92,79.57,11268
02/10/2019 19,260.04,79.89,11385
02/10/2019 20,205.53,80.13,11273
02/10/2019 21,95.67,80.21,11211
02/10/2019 22,93.26,80.3,11031
02/10/2019 23,84.42,80.37,10695
02/10/2019 24,85.58,80.45,10407
02/11/2019 01,70.41,80.51,10251
02/11/2019 02,66.4,80.56,10134
02/11/2019 03,53.82,80.6,10101
02/11/2019 04,57.65,80.64,10151
02/11/2019 05,53.9,80.68,10213
02/11/2019 06,53.38,80.71,10400
02/11/2019 07,140.26,80.87,10781
02/11/2019 08,176.64,81.07,11199
02/11/2019 09,160.41,81.25,11260
02/11/2019 10,134.74,81.39,11287
02/11/2019 11,124.38,81.52,11319
02/11/2019 12,90.26,81.6,11274
02/11/2019 13,75.18,81.66,11177
02/11/2019 14,57.2,81.69,11179
02/11/2019 15,53.26,81.72,11090
02/11/2019 16,64.07,81.76,11072
02/11/2019 17,86.3,81.83,11142
02/11/2019 18,101.9,81.93,11382
02/11/2019 19,497.32,82.57,11459
02/11/2019 20,218.06,82.83,11403
02/11/2019 21,147.09,82.98,11305
02/11/2019 22,68.29,83.03,11103
02/11/2019 23,56.7,83.07,10789
02/11/2019 24,56.26,83.1,10549
02/12/2019 01,56.73,83.13,10402
02/12/2019 02,58.1,83.17,10345
02/12/2019 03,52.5,83.2,10296
02/12/2019 04,51.27,83.23,10295
02/12/2019 05,52.43,83.27,10338
02/12/2019 06,58.18,83.31,10455
02/12/2019 07,72.57,83.37,10820
02/12/2019 08,52.85,83.39,11194
02/12/2019 09,64.53,83.44,11227
02/12/2019 10,88.32,83.51,11242
02/12/2019 11,89.63,83.59,11265
02/12/2019 12,86.1,83.67,11202
02/12/2019 13,70.48,83.72,11098
02/12/2019 14,71.32,83.77,11039
02/12/2019 15,53.68,83.8,11031
02/12/2019 16,54.71,83.83,11044
02/12/2019 17,59.2,83.86,11157
02/12/2019 18,78.81,83.89,11331
02/12/2019 19,156.86,84.05,11471
02/12/2019 20,98.7,84.13,11414
02/12/2019 21,72.68,84.17,11370
02/12/2019 22,61.22,84.21,11163
02/12/2019 23,62.78,84.25,10832
02/12/2019 24,55.91,84.28,10522
02/13/2019 01,53.1,84.31,10259
02/13/2019 02,52,84.34,10166
02/13/2019 03,55,84.37,10129
02/13/2019 04,55,84.4,10099
02/13/2019 05,89.34,84.48,10246
02/13/2019 06,64.65,84.52,10464
02/13/2019 07,88.31,84.59,10871
02/13/2019 08,136.31,84.72,11272
02/13/2019 09,124.95,84.83,11256
02/13/2019 10,85.23,84.9,11254
02/13/2019 11,50.89,84.92,11218
02/13/2019 12,42,84.92,11172
02/13/2019 13,45.43,84.91,11100
02/13/2019 14,107.64,85,11051
02/13/2019 15,94.69,85.08,10976
02/13/2019 16,70,85.12,10951
02/13/2019 17,95.74,85.2,11019
02/13/2019 18,100.18,85.27,11186
02/13/2019 19,118.45,85.38,11358
02/13/2019 20,118.45,85.47,11358
02/13/2019 21,66.87,85.48,11323
02/13/2019 22,50.73,85.48,11053
02/13/2019 23,91.31,85.56,10748
02/13/2019 24,66.87,85.61,10429
02/14/2019 01,51.21,85.64,10266
02/14/2019 02,39.38,85.65,10200
02/14/2019 03,50.24,85.67,10152
02/14/2019 04,50.98,85.7,10153
02/14/2019 05,50.98,85.72,10207
02/14/2019 06,51.41,85.75,10421
02/14/2019 07,68.62,85.8,10813
02/14/2019 08,66.57,85.82,11211
02/14/2019 09,75.4,85.86,11261
02/14/2019 10,113.38,85.95,11260
02/14/2019 11,87.97,86.01,11271
02/14/2019 12,82.21,86.05,11188
02/14/2019 13,85.56,86.09,11106
02/14/2019 14,90.54,86.13,11053
02/14/2019 15,81.41,86.17,11008
02/14/2019 16,64.79,86.19,11006
02/14/2019 17,50.15,86.18,11083
02/14/2019 18,50.1,86.16,11303
02/14/2019 19,50.9,86.16,11444
02/14/2019 20,56.59,86.17,11404
02/14/2019 21,70,86.2,11302
02/14/2019 22,70,86.24,11080
02/14/2019 23,76.21,86.29,10783
02/14/2019 24,56.47,86.32,10586
02/15/2019 01,61.85,86.36,10412
02/15/2019 02,56.65,86.39,10277
02/15/2019 03,55.18,86.42,10188
02/15/2019 04,55.72,86.44,10180
02/15/2019 05,65.21,86.49,10279
02/15/2019 06,64.59,86.53,10427
02/15/2019 07,55.72,86.55,10794
02/15/2019 08,54.37,86.56,11135
02/15/2019 09,69.33,86.59,11210
02/15/2019 10,67.57,86.62,11245
02/15/2019 11,130.16,86.73,11296
02/15/2019 12,87.55,86.77,11234
02/15/2019 13,78.04,86.81,11157
02/15/2019 14,72.82,86.84,11144
02/15/2019 15,64.62,86.86,11098
02/15/2019 16,55.07,86.86,11086
02/15/2019 17,67.56,86.85,11138
02/15/2019 18,90.99,86.66,11264
02/15/2019 19,73.55,86.69,11365
02/15/2019 20,77.4,86.72,11274
02/15/2019 21,56.69,86.72,11114
02/15/2019 22,51.13,86.72,10969
02/15/2019 23,42.53,86.72,10684
02/15/2019 24,51.39,86.73,10433
02/16/2019 01,38.13,86.74,10227
02/16/2019 02,47.7,86.73,10116
02/16/2019 03,39.78,86.71,10043
02/16/2019 04,35.65,86.69,10022
02/16/2019 05,34.53,86.68,10039
02/16/2019 06,33.92,86.66,10083
02/16/2019 07,34.82,86.62,10188
02/16/2019 08,33.23,86.58,10398
02/16/2019 09,33.23,86.54,10557
02/16/2019 10,46.08,86.54,10762
02/16/2019 11,50.55,86.53,10837
02/16/2019 12,47.49,86.53,10823
02/16/2019 13,33.34,86.49,10775
02/16/2019 14,34.77,86.47,10746
02/16/2019 15,33.23,86.44,10694
02/16/2019 16,33.23,86.41,10715
02/16/2019 17,33.41,86.38,10800
02/16/2019 18,51.54,86.14,10949
02/16/2019 19,59.38,86.16,11079
02/16/2019 20,52.39,86.17,10954
02/16/2019 21,51.26,86.17,10837
02/16/2019 22,50.65,86.17,10692
02/16/2019 23,42.64,86.15,10460
02/16/2019 24,41.94,86.14,10202
02/17/2019 01,35.91,86.11,10071
02/17/2019 02,33.23,86.09,9992
02/17/2019 03,33.23,86.07,9906
02/17/2019 04,33.23,86.05,9952
02/17/2019 05,33.23,86.03,9978
02/17/2019 06,38.3,86.02,10006
02/17/2019 07,40.94,85.97,10112
02/17/2019 08,42.79,85.96,10223
02/17/2019 09,34.73,85.88,10351
02/17/2019 10,37.15,85.86,10510
02/17/2019 11,54.09,85.78,10615
02/17/2019 12,72.48,85.8,10644
02/17/2019 13,86.52,85.84,10590
02/17/2019 14,80.21,85.88,10524
02/17/2019 15,48.6,85.88,10532
02/17/2019 16,51.21,85.88,10574
02/17/2019 17,52.43,85.88,10671
02/17/2019 18,84.45,85.92,10822
02/17/2019 19,195.55,86.05,11027
02/17/2019 20,223.24,86.23,10837
02/17/2019 21,93.64,86.29,10805
02/17/2019 22,68.83,86.32,10726
02/17/2019 23,62.47,86.34,10482
02/17/2019 24,57.43,86.36,10268
02/18/2019 01,53.81,86.38,10156
02/18/2019 02,57.75,86.42,10080
02/18/2019 03,57.93,86.45,10029
02/18/2019 04,66.52,86.5,10036
02/18/2019 05,80.93,86.56,10042
02/18/2019 06,123.02,86.69,10132
02/18/2019 07,106.77,86.79,10280
02/18/2019 08,53.34,86.82,10431
02/18/2019 09,51.14,86.84,10605
02/18/2019 10,52.79,86.86,10719
02/18/2019 11,146.56,87.02,10727
02/18/2019 12,67.09,87.07,10766
02/18/2019 13,57.04,87.1,10743
02/18/2019 14,34.14,87.1,10653
02/18/2019 15,34.03,87.11,10617
02/18/2019 16,33.96,87.11,10632
02/18/2019 17,38.4,87.11,10755
02/18/2019 18,39.03,87.11,10953
02/18/2019 19,40.3,87.12,11207
02/18/2019 20,33.23,87.12,11150
02/18/2019 21,33.23,87.12,11010
02/18/2019 22,33.22,87.12,10773
02/18/2019 23,33.22,87.12,10501
02/18/2019 24,38.21,87.13,10270
02/19/2019 01,33.22,87.13,10079
02/19/2019 02,33.16,87.14,9930
02/19/2019 03,33.11,87.14,9856
02/19/2019 04,33.23,87.15,9841
02/19/2019 05,33.23,87.16,9875
02/19/2019 06,33.19,87.16,10028
02/19/2019 07,39.15,87.17,10382
02/19/2019 08,52.21,87.2,10738
02/19/2019 09,41.48,87.21,10735
02/19/2019 10,35.2,87.21,10756
02/19/2019 11,50.6,87.24,10756
02/19/2019 12,50.95,87.26,10753
02/19/2019 13,40.79,87.27,10696
02/19/2019 14,38.16,87.28,10660
02/19/2019 15,42.13,87.29,10603
02/19/2019 16,38.27,87.29,10576
02/19/2019 17,53.26,87.31,10686
02/19/2019 18,55.67,87.33,10780
02/19/2019 19,47.64,87.33,10933
02/19/2019 20,55.59,87.35,10941
02/19/2019 21,60.78,87.38,10783
02/19/2019 22,52.63,87.4,10521
02/19/2019 23,38.6,87.4,10212
02/19/2019 24,41.22,87.42,9930
02/20/2019 01,52.16,87.44,9747
02/20/2019 02,57.93,87.48,9629
02/20/2019 03,60.62,87.52,9576
02/20/2019 04,67.5,87.56,9552
02/20/2019 05,67.82,87.61,9631
02/20/2019 06,62.48,87.65,9846
02/20/2019 07,76.59,87.71,10194
02/20/2019 08,73.77,87.77,10595
02/20/2019 09,52.9,87.8,10631
02/20/2019 10,50.29,87.82,10687
02/20/2019 11,63,87.85,10770
02/20/2019 12,57,87.87,10793
02/20/2019 13,54.55,87.89,10755
02/20/2019 14,50.95,87.9,10761
02/20/2019 15,57.91,87.93,10748
02/20/2019 16,75.78,87.99,10794
02/20/2019 17,87.34,88.06,10899
02/20/2019 18,54.06,88.07,11075
02/20/2019 19,106.62,88.16,11210
02/20/2019 20,163.23,88.34,11095
02/20/2019 21,94.54,88.43,10966
02/20/2019 22,56.46,88.46,10765
02/20/2019 23,33.93,88.47,10529
02/20/2019 24,33.22,88.47,10264
02/21/2019 01,33.21,88.48,10074
02/21/2019 02,33.23,88.49,9996
02/21/2019 03,33.23,88.5,9927
02/21/2019 04,48.67,88.53,9902
02/21/2019 05,50.42,88.56,9949
02/21/2019 06,48.82,88.59,10167
02/21/2019 07,62.29,88.63,10546
02/21/2019 08,89.79,88.71,10847
02/21/2019 09,90.16,88.79,10898
02/21/2019 10,65.75,88.84,11006
02/21/2019 11,81.87,88.9,10926
02/21/2019 12,113.96,89.02,10917
02/21/2019 13,61.18,89.06,10869
02/21/2019 14,48.1,89.08,10841
02/21/2019 15,48.08,89.1,10855
02/21/2019 16,49.47,89.12,10842
02/21/2019 17,46.95,89.14,10911
02/21/2019 18,45.3,89.16,10960
02/21/2019 19,47.1,89.18,11154
02/21/2019 20,51.92,89.2,11168
02/21/2019 21,52.42,89.23,11086
02/21/2019 22,51.61,89.26,10867
02/21/2019 23,37.14,89.27,10548
02/21/2019 24,33.23,89.27,10203
02/22/2019 01,33.07,89.28,10007
02/22/2019 02,32.86,89.29,9855
02/22/2019 03,32.88,89.29,9740
02/22/2019 04,32.84,89.3,9721
02/22/2019 05,32.34,89.3,9727
02/22/2019 06,29.34,89.3,9838
02/22/2019 07,31.95,89.3,10251
02/22/2019 08,33.15,89.3,10611
02/22/2019 09,38.84,89.29,10756
02/22/2019 10,41.13,89.3,10817
02/22/2019 11,50.53,89.31,10764
02/22/2019 12,48.53,89.33,10648
02/22/2019 13,36.24,89.33,10580
02/22/2019 14,33.35,89.33,10468
02/22/2019 15,43.65,89.35,10406
02/22/2019 16,45.72,89.36,10440
02/22/2019 17,43.25,89.37,10505
02/22/2019 18,43.88,89.36,10704
02/22/2019 19,45.55,89.36,10867
02/22/2019 20,45,89.35,10825
02/22/2019 21,43.88,89.35,10695
02/22/2019 22,38.86,89.35,10514
02/22/2019 23,34,89.35,10266
02/22/2019 24,33.43,89.35,10015
02/23/2019 01,33.23,89.35,9835
02/23/2019 02,33.23,89.35,9729
02/23/2019 03,39.12,89.36,9709
02/23/2019 04,38.83,89.36,9686
02/23/2019 05,33.16,89.37,9743
02/23/2019 06,32.78,89.37,9838
02/23/2019 07,32.57,89.36,10025
02/23/2019 08,32.99,89.37,10233
02/23/2019 09,35.78,89.37,10408
02/23/2019 10,34.62,89.37,10598
02/23/2019 11,33.23,89.37,10676
02/23/2019 12,35.4,89.37,10697
02/23/2019 13,33.71,89.38,10737
02/23/2019 14,36.53,89.38,10679
02/23/2019 15,40.74,89.39,10664
02/23/2019 16,49.42,89.41,10603
02/23/2019 17,50.26,89.44,10669
02/23/2019 18,49.7,89.46,10850
02/23/2019 19,56.65,89.49,11023
02/23/2019 20,51.37,89.51,10963
02/23/2019 21,52,89.54,10894
02/23/2019 22,50.74,89.56,10738
02/23/2019 23,50.46,89.59,10535
02/23/2019 24,51.61,89.62,10345
02/24/2019 01,49.45,89.65,10169
02/24/2019 02,43.83,89.67,10015
02/24/2019 03,47.54,89.7,9923
02/24/2019 04,41.27,89.71,9871
02/24/2019 05,39.09,89.73,9896
02/24/2019 06,39.09,89.74,9986
02/24/2019 07,40.76,89.76,10102
02/24/2019 08,48.44,89.78,10233
02/24/2019 09,45.26,89.78,10369
02/24/2019 10,47.24,89.78,10448
02/24/2019 11,50.35,89.76,10556
02/24/2019 12,50.83,89.76,10563
02/24/2019 13,51.33,89.77,10632
02/24/2019 14,50.78,89.79,10579
02/24/2019 15,50.01,89.8,10611
02/24/2019 16,50.01,89.79,10659
02/24/2019 17,48.99,89.81,10835
02/24/2019 18,50.21,89.83,10998
02/24/2019 19,59.56,89.86,11211
02/24/2019 20,60.89,89.9,11222
02/24/2019 21,51.14,89.93,11128
02/24/2019 22,49.69,89.95,10939
02/24/2019 23,49.36,89.99,10632
02/24/2019 24,52.01,90.02,10363
02/25/2019 01,53.47,90.06,10193
02/25/2019 02,35.02,90.07,10122
02/25/2019 03,43.22,90.09,10109
02/25/2019 04,47.8,90.12,10096
02/25/2019 05,56.17,90.16,10187
02/25/2019 06,63.21,90.21,10413
02/25/2019 07,90.84,90.3,10871
02/25/2019 08,71.56,90.36,11219
02/25/2019 09,90.89,90.44,11327
02/25/2019 10,91.87,90.53,11293
02/25/2019 11,85.17,90.6,11252
02/25/2019 12,94.05,90.68,11237
02/25/2019 13,86.67,90.76,11126
02/25/2019 14,85.74,90.83,11072
02/25/2019 15,74.46,90.89,10958
02/25/2019 16,53.65,90.92,10854
02/25/2019 17,62.95,90.96,10969
02/25/2019 18,99.36,91.05,11106
02/25/2019 19,753.65,92.05,11198
02/25/2019 20,759.37,93.06,11246
02/25/2019 21,120.6,93.19,11166
02/25/2019 22,93.36,93.28,11112
02/25/2019 23,70.34,93.34,10777
02/25/2019 24,52.07,93.38,10525
02/26/2019 01,51.08,93.41,10353
02/26/2019 02,52.68,93.44,10245
02/26/2019 03,53.22,93.48,10223
02/26/2019 04,53.25,93.52,10239
02/26/2019 05,53.27,93.55,10298
02/26/2019 06,405.51,94.08,10447
02/26/2019 07,289.21,94.44,10717
02/26/2019 08,138.5,94.6,11105
02/26/2019 09,74.39,94.66,11131
02/26/2019 10,101.16,94.76,11166
02/26/2019 11,64.73,94.81,11109
02/26/2019 12,151.34,94.98,11089
02/26/2019 13,64.56,95.03,11040
02/26/2019 14,58.17,95.06,11027
02/26/2019 15,63.69,95.11,10999
02/26/2019 16,126.23,95.24,10920
02/26/2019 17,63.56,95.28,11018
02/26/2019 18,55.52,95.31,11128
02/26/2019 19,50.96,95.34,11301
02/26/2019 20,80,95.4,11308
02/26/2019 21,66.11,95.45,11247
02/26/2019 22,64.59,95.49,10980
02/26/2019 23,51.3,95.52,10583
02/26/2019 24,48.06,95.54,10289
02/27/2019 01,53.5,95.57,10177
02/27/2019 02,54.62,95.6,10080
02/27/2019 03,73.87,95.66,9950
02/27/2019 04,51.99,95.69,9942
02/27/2019 05,51.03,95.72,9993
02/27/2019 06,69.47,95.77,10219
02/27/2019 07,92.92,95.84,10633
02/27/2019 08,71.64,95.89,10918
02/27/2019 09,45.11,95.88,10850
02/27/2019 10,75.17,95.92,10938
02/27/2019 11,118.38,96.01,10931
